CustomerID,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,IncomeGroup,CreditRating,,Occupation,MaritalStatus
3213526,26.89,343,10,45,0,41,7.1,4.3,0,27.4,17,14,2,2,NEVLVS702,33,46,26,No,Yes,Yes,No,5,2-High,,Professional,Unknown
3213534,58.24,307,60,0,8.2,-121,-8.2,40,0,0,0,18,1,1,NNYPOU914,237,58,54,No,Yes,Yes,No,9,2-High,,Crafts,Yes
3213566,25.32,268,40,0,0,-24,4.7,4,0,29.8,8.3,16,2,1,BOSBOS781,470,46,0,No,No,No,No,8,2-High,,Clerical,No
3213570,51.09,488,60,0,0,-56,-1.1,13,0,222.8,48,12,2,1,BOSBOS617,362,28,60,No,No,No,No,6,2-High,,Other,Unknown
3213574,28.13,763,30,12,0,NA,NA,4.7,1.3,155,36.7,18,3,2,NCRNWN757,94,0,0,No,No,No,No,3,2-High,,Other,No
3213618,30,262,30,0,0,-212,0,0.3,0,40.1,10.7,16,2,2,NMXABI915,470,52,50,No,No,No,No,8,2-High,,Other,No
3213622,87.81,680,40,125,0.8,-80,-25.4,5,0,173.6,18,16,1,1,OHICLE216,297,42,34,No,Yes,Yes,No,4,3-Good,,Other,Yes
3213630,77.19,788,50,75,1.3,194,-21.5,5,0.3,190.4,33,14,1,1,CHICHI773,424,30,26,No,Yes,Yes,No,3,2-High,,Other,Unknown
3213666,349.77,991,25,791,13.2,171,65.6,15.7,1,424.6,26.7,12,1,1,NYCWHI914,362,50,0,No,No,No,No,9,2-High,,Other,Yes
3213694,39.97,182,30,0,0,327,22.6,0.7,0.7,6.4,8,16,1,1,NYCMAN917,470,44,0,No,No,No,No,5,2-High,,Other,No
3213702,86.11,750,45,141,0,-483,-83.1,8.3,2.3,136,19.7,14,2,1,NCRRIC804,194,52,50,No,No,No,No,7,6-VeryLow,,Other,Yes
3213706,90.03,888,65,14,0,385,36.5,16.7,1.3,149.7,24.7,18,1,1,NYCBRO917,116,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3213710,62.05,477,45,38,0,83,-9.8,9.7,0,49.3,33,16,1,1,DETPON248,18,26,22,No,No,No,No,6,2-High,,Other,No
3213754,30.74,132,30,2,0,-38,-0.7,1.7,0.3,0.1,0,14,1,1,PHIWIL302,424,68,66,No,Yes,Yes,Yes,9,2-High,,Retired,Yes
3213794,75.05,1618,44,86,0,-1618,-75.1,23.3,1,319.8,125.7,12,1,1,NYCFHD732,140,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3213818,40.58,663,29,49,0,-663,-40.6,5.7,0,182.4,7.7,12,1,1,PHIPHI215,153,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3213822,69.25,433,40,94,1.4,22,-18,0,0,56.6,32.7,18,1,1,BOSBOS617,531,26,0,No,No,No,No,6,2-High,,Professional,No
3213826,44.28,232,40,12,0,210,23.7,0.7,0.3,26.4,2,16,1,1,NMXLUB806,470,60,52,Yes,Yes,Yes,No,4,4-Medium,,Retired,Yes
3213838,35.68,192,40,15,0,-97,-5.3,2.7,0,19.8,8,12,1,1,FLNJAC904,362,0,0,No,No,No,No,0,2-High,,Other,Unknown
3213850,54.18,564,60,0,0.9,-160,-0.9,5.3,0.3,126.4,71.3,14,1,1,FLNORL407,49,30,0,No,Yes,Yes,No,7,2-High,,Other,No
3213886,32.07,136,30,4,0,-38,-2.1,1.3,0.7,0,0.3,16,1,1,BOSBOS617,452,68,68,No,No,No,No,9,2-High,,Other,Yes
3213902,12.27,172,10,2,2.2,-2,-2.8,6,0,3.8,19,16,2,2,FLNBRD941,84,50,50,No,No,No,No,6,2-High,,Professional,Yes
3213906,44.48,790,40,0,0,574,-1.2,1.7,0,64.8,69,18,1,1,DETDET313,38,28,0,No,No,No,No,4,2-High,,Other,No
3213954,69.8,571,30,84,4.2,79,10.2,4,0,167.4,50,12,1,1,BOSMAN603,40,50,42,No,No,No,No,7,2-High,,Other,Yes
3213966,91.14,988,30,67,14.4,-102,16.6,7,6.3,223.7,34.3,14,2,2,NNYSYR315,424,82,78,Yes,Yes,Yes,No,6,1-Highest,,Other,Yes
3213978,29.99,557,40,0,0,-86,0,0.7,0,303.8,75.7,18,3,3,HOUHOU281,192,44,40,Yes,Yes,Yes,No,6,3-Good,,Other,Unknown
3214022,49.99,21,70,0,0,45,0,2,0,0.1,1,14,2,2,APCSAL443,43,38,38,No,No,No,No,4,2-High,,Other,Yes
3214098,33.14,104,30,0,0,-95,-3,4.7,0.7,23.2,19.7,12,1,1,BOSBOS978,361,42,40,Yes,Yes,Yes,No,6,2-High,,Other,Yes
3214122,80.68,489,80,40,0.2,-77,12.8,15.7,0.3,103.8,38,16,2,2,SFRSFR415,469,24,0,No,No,No,No,6,2-High,,Other,No
3214158,10.18,298,10,0,0,50,0.5,2,0,121.5,24,16,7,4,DALDAL214,469,46,46,Yes,No,No,No,9,1-Highest,,Other,Yes
3214166,55,390,45,56,0,-125,-19,5,0,35.5,24.7,14,1,1,NCRWIN336,423,40,0,No,No,No,No,4,2-High,,Clerical,Yes
3214186,73.38,128,55,0,25.1,40,31.3,0.3,0,9.8,1.3,16,2,2,SFRSRO707,449,44,40,Yes,No,No,No,7,5-Low,,Other,Yes
3214198,97.17,20,80,0,2.2,-18,-37.2,0,0,0,4.3,14,2,2,BOSBOS781,423,64,58,No,Yes,Yes,No,4,4-Medium,,Other,Yes
3214214,60.27,1789,60,34,0,-67,-7.6,0.7,0,186.3,29.3,18,1,1,SEACDA208,227,0,0,No,No,No,No,0,2-High,,Other,Unknown
3214222,56.45,306,50,0,8.7,125,25.9,0.7,0,25,16.3,14,1,1,NMXDEL830,423,0,0,No,No,No,No,0,2-High,,Other,Unknown
3214314,77.25,769,59,102,0,82,-6.7,2.7,0,95.6,32.3,12,1,1,FLNSAR941,287,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3214342,32.16,140,30,2,1.3,44,1.8,2.7,0,8.4,4,18,2,1,ATLMEM901,103,54,48,No,Yes,Yes,No,5,5-Low,,Other,Yes
3214366,167.91,2418,160,30,0,-428,-8.7,50,1.3,356.8,368.7,18,1,1,NYCSUF516,102,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3214382,56.03,315,42,67,0,-79,-18.9,1.7,0,93.9,3,12,1,1,MIAPSL561,216,32,0,No,Yes,Yes,No,6,4-Medium,,Other,Unknown
3214390,30.27,294,30,0,0,1,-0.3,2.7,0,21.8,15,12,2,1,MIADFD954,149,0,0,No,No,No,No,2,2-High,,Other,Unknown
3214406,54.36,170,30,57,0.8,-42,-24.4,0.7,0.3,14.3,13,16,2,2,SEAABN253,469,42,0,No,No,No,No,5,3-Good,,Other,No
3214446,99.13,1733,60,159,0,-125,9.9,23.7,0,810.3,49.3,12,1,1,DALDAL214,361,50,18,Yes,Yes,Yes,No,6,5-Low,,Other,Unknown
3214458,49.72,364,26,65,0,52,-0.1,7.3,0.3,91.1,41,12,1,1,SEAPOR503,360,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3214466,59.99,196,30,90,3.7,117,33.8,1.7,0,9.5,0,12,1,1,APCSIL301,360,60,58,Yes,Yes,Yes,No,6,2-High,,Other,Yes
3214474,56.05,277,30,73,0.1,-3,-3.4,1,0,12.8,17.3,14,1,1,MINMIN612,422,28,0,No,No,No,No,4,2-High,,Other,No
3214490,64.79,753,60,29,0,-75,18.2,8,0,171.5,78.7,16,3,2,PHIMER609,185,50,48,No,Yes,Yes,No,6,3-Good,,Other,Yes
3214550,31.18,124,30,0,0.5,2,-0.8,0.7,0,0.5,10.3,12,1,1,NYCBRO917,360,48,0,No,No,No,No,7,2-High,,Other,Yes
3214562,34.99,366,45,0,0,76,0,1.3,0,151.5,22.7,14,1,1,DALDAL214,422,30,28,No,Yes,Yes,No,6,5-Low,,Self,No
3214566,30.24,43,30,0,0,-10,-0.2,0,0,4.1,2,14,2,1,APCSIL301,422,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3214594,21.49,44,30,4,0,-36,-1.5,3,0.7,3.7,2.3,16,2,2,MILMIL414,468,44,0,No,No,No,No,3,1-Highest,,Other,Unknown
3214602,133.22,765,95,110,6.2,886,102.3,6.3,0,48.1,11,12,1,1,NYCBRO917,360,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3214618,39.43,249,30,68,0,-26,-9.4,5,0,104.1,24,12,2,1,NEVSDG619,283,26,0,No,No,No,No,2,5-Low,,Professional,No
3214626,32.92,63,38,0,0,2,5.3,0.3,0,5.5,5,16,1,1,MINMIN612,468,0,0,No,No,No,No,0,2-High,,Other,Unknown
3214638,13,137,10,0,0,82,0,1,0,30.8,3.3,16,2,2,ATLKNO423,468,0,0,No,No,No,No,3,3-Good,,Other,Unknown
3214678,37.3,300,43,1,0,-300,-47,17,0,48.4,17.7,18,1,1,SFRSRO707,234,64,0,No,No,No,No,5,5-Low,,Crafts,Yes
3214690,69.99,37,70,0,0,5,0,0,0,0,0,14,1,1,DETWYN734,422,56,54,No,Yes,Yes,No,9,2-High,,Professional,Unknown
3214710,30.98,121,30,0,0,-11,-1,1.7,0,3.9,7,16,2,1,LAXVNY818,468,76,24,No,Yes,Yes,No,8,3-Good,,Professional,Yes
3214722,50.24,666,60,0,0,75,-0.2,2,0.7,195.3,20.3,16,2,1,OHIWAR330,468,40,18,Yes,No,No,No,6,5-Low,,Professional,Unknown
3214742,58.08,898,61,0,0,48,1.4,8,0,253.8,60,16,2,2,DALDAL214,157,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3214770,62.51,615,60,0,0,377,0.4,3.3,0.3,55,10.3,12,1,1,NYCNEW973,356,0,0,No,No,No,No,0,2-High,,Other,Unknown
3214774,120.75,1334,60,209,0,-110,61.8,6.7,0.7,677.7,33.7,18,1,1,LOULOU502,66,28,0,No,No,No,No,1,5-Low,,Other,Unknown
3214794,10.4,340,12,0,0,-27,-0.4,3.3,0.3,66.1,34.3,14,2,2,DALDTN940,422,46,40,Yes,Yes,Yes,No,7,5-Low,,Other,Yes
3214846,44.38,710,50,11,0,29,-4.4,0,0,0,0,14,1,1,NYCMAN917,192,38,36,Yes,No,No,No,3,3-Good,,Other,No
3214866,112.22,978,60,190,0.2,-286,-59,6.7,0,556.9,22.3,16,1,1,LAXSAN714,332,0,0,No,No,No,No,7,5-Low,,Other,No
3214870,172.62,1159,60,369,0,-404,-112.6,13.3,0,484.5,8,12,2,1,NCRGRB757,360,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3214882,54.08,992,60,0,0,13,1.1,6.7,2.7,245.7,15,16,1,1,SFRSFR415,92,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3214894,51.37,400,50,0,0.6,-352,-1.4,7.7,0,129.9,58,12,1,1,SFRSRO707,278,44,44,Yes,No,No,No,5,3-Good,,Other,Yes
3214918,64.86,837,30,88,0,450,69.5,2,0.7,83.4,25.7,18,1,1,HWIHON808,528,0,0,No,No,No,No,0,2-High,,Other,Unknown
3214922,87.01,247,80,50,0,-143,-17,6.7,0.3,73.4,1.3,12,2,2,HWIHON808,359,26,26,No,No,No,No,4,2-High,,Other,Yes
3214938,108.37,1023,47,102,0.7,-368,-15.1,6.3,0,230.8,44.3,12,1,1,INDIND317,359,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3214942,53.12,675,10,99,0,371,57.6,5.3,0,237.2,49.3,12,3,3,SANAUS512,65,42,38,No,No,No,No,6,2-High,,Other,Yes
3215014,62.3,416,40,64,0,49,24.8,1.3,0,67.9,19.7,12,1,1,NYCBRO917,359,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3215018,28.78,131,34,0,0,23,1.2,4.7,0.3,53.7,9,16,3,1,NNYBUF716,81,52,0,No,Yes,Yes,No,4,3-Good,,Other,No
3215038,65,2247,10,197,0.4,-710,-46.5,25.7,0,536,141.7,12,2,2,STLCOL618,359,0,0,No,No,No,No,0,2-High,,Other,Unknown
3215066,129.63,1012,123,0,0,-297,-16.1,7,0,351.9,45.3,16,1,1,SANAUS512,238,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3215090,48.78,428,45,25,1.7,-318,-3.7,4,0.3,79.3,26,16,1,1,AIRAUG706,62,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3215094,47.43,309,37,39,0.2,136,66.9,0.3,1.3,69.1,25,12,1,1,NCRRAL919,359,62,60,Yes,Yes,Yes,No,7,4-Medium,,Clerical,Yes
3215102,71.04,742,45,66,0,46,29.4,6.3,0,121,39.3,18,1,1,APCFCH703,129,0,0,No,No,No,No,0,6-VeryLow,,Other,Unknown
3215106,61.77,374,40,31,0,323,22.1,6,0.7,59,17,12,1,1,NYCNEW973,100,36,0,No,No,No,No,0,5-Low,,Other,Unknown
3215186,40.14,167,30,17,3.6,-22,-9.2,4.7,0,29.1,18,14,2,2,BOSBOS617,421,0,0,No,No,No,No,0,2-High,,Other,Unknown
3215206,51.48,1332,60,1,0,-704,-1.5,2.3,5.3,155.3,23,12,3,2,OHICIN513,359,0,0,No,No,No,No,0,1-Highest,,Other,Unknown
3215274,83.92,613,60,94,5.3,52,3.9,8,0,92.9,4,14,1,1,ATLJCK901,386,50,46,No,Yes,Yes,No,7,5-Low,,Other,Yes
3215342,35.36,320,40,6,0,-25,-2.4,3.3,0,28.8,28,12,1,1,HWIHON808,359,52,44,Yes,Yes,Yes,No,6,2-High,,Other,No
3215354,77.59,342,30,111,0.6,-78,-29.6,5.7,0,20,5.7,18,1,1,LAXRIV909,528,36,34,No,No,No,No,3,2-High,,Other,Yes
3215358,30.26,153,40,0,0,-90,-0.3,0,0,0,0.3,12,1,1,CHICHA217,286,30,24,No,No,No,No,6,2-High,,Other,No
3215422,30.41,260,30,0,0,16,-0.4,3.7,0.3,42.8,19.3,14,1,1,KCYKCK913,68,0,0,No,No,No,No,0,2-High,,Other,Unknown
3215466,33.55,93,30,0,3.3,1,3.9,0.7,0,10.3,0.7,12,1,1,BOSWOR508,358,28,28,No,No,No,No,7,4-Medium,,Professional,No
3215498,10.09,154,10,0,0,0,-0.1,0,0.3,6.8,3.7,12,2,2,HWIHON808,358,38,0,No,No,No,No,5,2-High,,Other,No
3215506,85.63,752,50,128,0,-245,-32.4,4.3,4.3,87.7,47.7,12,1,1,CHILAG630,98,30,32,No,No,No,No,7,4-Medium,,Crafts,Yes
3215514,50.22,309,60,1,0,6,0.7,1,0,19,13,16,2,2,FLNTAM813,466,36,0,No,No,No,No,6,2-High,,Professional,No
3215542,30.27,87,30,0,0,-17,-0.3,0.7,0,3.3,11.7,12,4,3,NYCMAN917,358,30,0,No,No,No,No,9,1-Highest,,Other,No
3215586,30.27,45,40,0,0,-31,-0.3,0.3,0,1.1,0.3,12,1,1,NYCBRO917,213,36,0,No,No,No,No,5,6-VeryLow,,Other,Unknown
3215622,25.29,20,20,13,0,-16,-5.3,1,0,8.7,1.3,18,1,1,CHINBK847,527,0,0,No,No,No,No,6,3-Good,,Other,Unknown
3215650,36.82,174,30,0,6.6,-13,19.4,2.3,0,44.9,5,12,1,1,DENBOU303,198,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3215654,59.48,485,60,4,0,-87,-9.5,7.3,0,61.2,104,14,1,1,PHIARD610,116,0,0,No,No,No,No,0,6-VeryLow,,Other,Unknown
3215662,10.16,35,10,0,0.2,-1,-0.2,0,0,0.7,7.3,18,3,2,NYCNEW732,43,34,0,Yes,No,No,No,6,3-Good,,Professional,Yes
3215666,24.38,288,30,0,0,-3,-0.4,6.7,0,78.9,4.3,18,2,1,PHXGLE623,527,38,38,Yes,Yes,Yes,No,8,2-High,,Professional,Yes
3215690,53.09,146,60,2,0,-116,-3.1,1.7,0.3,21.4,14.7,12,2,2,SFRSMO650,358,34,0,No,No,No,No,9,2-High,,Professional,No
3215706,30,109,30,0,0,48,0,1.7,0,0.1,6,14,1,1,NYCBRO917,420,48,0,No,No,No,No,8,2-High,,Other,No
3215726,48.83,363,42,10,0,281,2.2,2.7,0,48.6,14.3,14,1,1,HARSPR413,420,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3215730,84.46,2565,85,5,0,347,-1.4,20.3,1.3,601.8,99.7,18,1,1,HOUHOU281,527,0,0,No,No,No,No,0,2-High,,Other,Unknown
3215750,33.66,133,30,0,0,-65,-0.1,0.3,0,15.7,11.7,16,2,2,SFROAK510,431,46,0,No,No,No,No,7,3-Good,,Other,Unknown
3215762,21.31,387,20,0,0.5,-85,-1.3,6,0.7,99,59.3,16,5,4,SFRSFR415,466,24,0,No,No,No,No,6,2-High,,Other,No
3215770,35.7,238,30,0,0,30,8.7,2.7,0.3,54.8,2,18,1,1,SEABEA503,527,0,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3215774,45.24,403,55,0,0,8,0.7,5.3,0,112.6,9,16,2,1,LAXPSG760,466,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3215794,67.98,1420,60,40,0,-334,-17,12.3,0.3,193.6,42.3,12,1,1,PHICHC215,358,58,0,No,No,Yes,No,7,2-High,,Other,No
3215798,86.71,886,75,26,0.2,-369,-7.5,0,0,0,0,18,1,1,NEVLVS702,132,40,40,Yes,Yes,Yes,No,9,2-High,,Other,Yes
3215830,33.88,670,30,10,0.2,49,10.4,4.7,0,338.6,9.3,12,1,1,APCSIL301,358,46,0,No,No,No,No,4,5-Low,,Professional,No
3215902,41.1,370,30,26,0,-5,-4.8,2.3,0,152.1,33.7,12,1,1,NMXELP915,357,56,48,Yes,Yes,Yes,No,1,2-High,,Professional,No
3215906,30.74,146,30,0,0,23,2.2,8,0,0,0.7,18,1,1,LAXVNY818,526,0,0,No,No,No,No,0,2-High,,Other,Unknown
3215962,36.61,474,30,17,0,-73,-6.2,9,0.7,61.6,6,18,1,1,NYCBRO917,519,28,0,No,No,No,No,7,2-High,,Other,No
3215970,44.91,385,45,6,0,-33,1.7,8.7,0.3,116.4,23.3,12,1,1,BOSBOS617,357,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3215990,139.67,1041,49,335,0,NA,NA,17.3,0,197.4,142.7,18,2,1,NYCMAN917,385,22,0,No,No,No,No,7,2-High,,Other,No
3216018,42.22,582,47,0,0,-526,49,1.3,0,94.2,14.7,12,1,1,OHIPSV440,357,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3216022,36.66,320,43,8,0,-63,3.7,5.7,1.3,28.9,16.3,12,1,1,PHIPHI215,357,0,0,No,No,No,No,0,2-High,,Other,Unknown
3216042,64.23,867,70,0,0,-13,-1,3.3,0.7,285.1,33.3,12,1,1,STLJOS816,290,30,28,Yes,Yes,Yes,No,1,3-Good,,Self,No
3216046,63.52,1703,85,0,0,-301,0,12.7,0,278.4,32.3,16,1,1,ATLATL678,273,44,80,No,No,No,No,6,4-Medium,,Other,Unknown
3216058,79.26,460,70,44,1.2,79,-4.9,3.3,0,98.8,6,16,2,2,NYCBRO917,42,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3216066,85.24,79,105,0,0,46,0.7,1.7,0,24.6,10,16,2,2,SFRSFR415,465,62,58,No,No,No,Yes,8,2-High,,Professional,Yes
3216086,51.22,510,60,1,0,232,1.9,6.3,0,66,55.3,12,4,2,NCRFAY910,357,34,0,No,No,No,No,2,5-Low,,Other,Unknown
3216122,92,1230,10,201,0.1,-486,-15.9,24.3,0,348.8,67.7,18,2,2,KCYKCK913,191,26,0,No,No,No,No,6,2-High,,Other,No
3216126,86.18,376,46,100,0,622,103.8,6.7,0,58.4,48.7,14,1,1,NYCMAN917,312,52,52,Yes,Yes,Yes,No,9,2-High,,Professional,Yes
3216202,97,793,30,146,1.6,-411,-61.4,15,0.7,145.2,72.7,14,2,2,APCSIL301,120,24,0,No,No,No,No,5,2-High,,Other,No
3216206,60.22,90,26,0,0,-75,130.7,1.3,0,13,2.3,14,2,1,NYCNEW201,419,40,0,No,No,No,No,7,5-Low,,Other,No
3216210,99.01,336,94,0,0,42,-23.8,0.3,0,43.3,18,12,3,2,FLNORL407,357,32,30,Yes,Yes,Yes,No,7,1-Highest,,Other,Yes
3216246,50.7,183,60,0,0.3,-181,-0.7,6.3,0,98.3,11.7,12,2,2,AIRCOL803,357,0,0,No,No,No,No,4,3-Good,,Other,No
3216338,107.04,956,80,85,1.6,-124,-24.9,15.3,0,173.3,28.7,14,2,1,PHXPHX602,45,28,0,No,No,No,No,6,1-Highest,,Other,Unknown
3216346,38.19,195,30,0,0,-120,-8.2,4.3,0,18.1,27,14,1,1,LAXBUR818,418,26,0,No,Yes,Yes,No,2,3-Good,,Other,Yes
3216354,11.06,82,10,4,0,100,3.2,2,0.7,24.6,21.3,14,2,2,SFRSFR415,418,42,40,No,No,No,No,8,2-High,,Clerical,No
3216370,196.74,3252,95,406,1.9,-691,-66.8,68.7,0,827,328,18,1,1,ATLMAC912,55,44,36,Yes,No,No,No,6,3-Good,,Other,Yes
3216378,65.74,646,10,220,0,-49,0.8,4.7,0,186.9,76.7,14,3,2,NYCMAN917,418,56,26,No,Yes,Yes,No,8,2-High,,Self,No
3216398,75.98,546,85,0,0,-308,0,6,0.3,102.6,15,14,1,1,MIADEL561,71,54,0,No,No,No,No,0,7-Lowest,,Other,Unknown
3216402,49.07,530,30,27,0,163,16.6,4.7,0.3,114.8,30,16,1,1,OHICIN513,315,48,42,No,No,No,No,8,4-Medium,,Other,Yes
3216422,130.02,908,70,214,1.7,500,117.2,9,0,56.7,10.3,18,1,1,APCWAS202,430,0,0,No,No,No,No,6,4-Medium,,Other,No
3216426,53.41,596,60,0,0,46,2.5,18,0.7,49.3,39,12,1,1,APCBAL410,352,0,0,No,No,No,No,0,6-VeryLow,,Other,Unknown
3216430,30.26,0,40,0,0,0,-0.3,0,0,0,0,12,1,1,OHICOL614,356,0,0,No,No,No,No,1,3-Good,,Other,Unknown
3216434,74.39,506,60,61,0,-228,-24.4,12.3,1,275.9,27.3,18,1,1,NYCBRO917,525,0,0,No,No,No,No,3,4-Medium,,Other,No
3216438,218.56,1764,68,475,0,-169,-30.8,16,0.7,390.2,228.3,14,1,1,NYCMAN917,418,30,0,No,No,No,No,3,2-High,,Other,No
3216454,53.59,645,60,0,0,-103,0.4,10,2,103.8,38.3,18,1,1,FLNORL407,525,24,0,No,No,No,No,2,2-High,,Other,No
3216470,76.14,485,70,47,0,291,44.5,1.3,0.3,115.3,4.7,12,3,2,SANAUS512,343,26,0,No,No,No,No,6,2-High,,Other,No
3216490,24.31,34,20,11,0,26,7.7,0,0,0.7,1.3,16,2,1,NYCSUF516,464,64,0,No,No,No,No,7,2-High,,Other,Yes
3216502,32.78,170,30,7,0.2,-34,-2.8,2.7,0,58.3,1.7,14,2,1,DENDEN303,418,30,52,No,No,No,No,4,1-Highest,,Other,Yes
3216522,49.99,44,70,0,0,1,0,1,0,3.8,1.7,14,3,3,PHICHC215,109,44,46,Yes,Yes,Yes,No,6,2-High,,Professional,Yes
3216566,45.04,308,40,31,0.6,-308,-40,6,0,213.4,63.3,18,1,1,SEATAC253,525,52,52,No,Yes,Yes,No,7,2-High,,Other,No
3216602,50.66,1280,60,0,0,-324,0.3,7,3,347.6,108.7,16,1,1,SFRSFR415,45,24,0,No,No,No,No,4,2-High,,Other,Unknown
3216618,62.05,632,45,69,1.8,120,23,4.3,0,184.5,27,18,1,1,HOULJK409,525,32,42,No,No,No,No,1,4-Medium,,Other,Yes
3216650,31.74,251,40,5,0,-13,-1.8,14.3,0,16,9,16,1,1,NOLKEN504,333,0,0,No,No,No,No,0,4-Medium,,Other,Unknown
3216654,34.73,90,40,14,0,166,14.2,1.7,0,8.1,0,14,1,1,NYCWHI914,410,38,62,Yes,Yes,Yes,No,7,2-High,,Professional,No
3216690,31.38,246,40,0,0.1,-38,-0.6,4.3,1.3,31.7,27.3,12,1,1,NCRRIC804,356,42,0,No,Yes,Yes,No,7,4-Medium,,Other,Yes
3216698,43.32,60,52,0,0,-24,-2.9,2,0,5,1,12,1,1,NEVLVS702,356,42,36,Yes,Yes,Yes,No,6,2-High,,Other,Yes
3216710,47.47,958,60,0,0,-107,-1.7,5.3,0.3,190,9,18,1,1,NMXALB505,525,34,36,Yes,Yes,Yes,No,6,4-Medium,,Professional,Yes
3216758,86.52,1343,85,14,0,166,0.6,8,0,297.8,65.7,18,1,1,HOUHOU281,60,0,0,No,No,No,No,0,2-High,,Other,Unknown
3216786,92.84,1000,59,96,14.2,-1000,-42.9,21.3,0.7,613.7,75.7,12,1,1,NYCNEW973,356,48,0,No,No,No,No,6,7-Lowest,,Other,Unknown
3216794,35.88,446,45,1,0,57,-0.9,5.7,0.3,87.7,33.7,16,1,1,DETFLI810,464,24,0,No,No,No,No,3,7-Lowest,,Other,No
3216822,17.04,139,10,0,6.8,-8,-6.3,2,0,19.9,8.7,14,2,2,MILMIL414,418,52,32,No,No,No,No,6,2-High,,Other,Unknown
3216878,212.72,2168,93,322,0,350,-28,26.3,0,809.7,29,16,1,1,SHEFTR540,183,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3216890,64.03,50,60,0,0,-24,-0.8,0.3,0,8.7,1.7,12,2,2,FLNLEE352,355,30,0,No,No,No,No,6,2-High,,Other,Unknown
3216934,35.01,974,10,74,3.6,-318,-21.8,23.7,0,234.9,30.7,12,3,2,DALFTW817,200,24,22,No,No,No,No,2,1-Highest,,Other,Unknown
3216938,89.14,1059,50,130,0,347,82.7,2,3.7,125.6,19.3,16,1,1,NMXLAR956,463,0,0,No,No,No,No,0,2-High,,Other,Unknown
3216970,57.63,237,45,0,11.8,-57,-24,4,0,35.9,13.3,18,1,1,AIRAUG706,518,36,40,Yes,No,No,No,5,5-Low,,Other,Yes
3216986,36.33,241,30,5,0,43,-2.1,2.3,0.3,86,9,14,1,1,OHICOL614,373,30,0,No,No,No,No,1,5-Low,,Other,No
3217034,59.25,776,60,10,0.7,-285,-8.3,11.3,0.7,176.2,48.7,9,1,1,NYCNEW908,58,20,0,No,No,No,No,5,5-Low,,Other,No
3217050,66.67,841,60,48,0,-95,-17.2,6,0,25.7,26.7,12,2,1,SFROAK925,355,0,0,No,No,No,No,0,2-High,,Other,Unknown
3217110,50.24,416,60,0,0,101,-0.2,2,0,106.2,10.3,18,1,1,NEVLVS702,524,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3217174,49.99,437,60,0,0,-28,0,3,0,115.4,15.7,14,1,1,MIAFTL954,417,52,0,No,Yes,Yes,No,7,2-High,,Professional,Yes
3217186,12.5,1189,12,0,0,-272,-2.5,18.7,0,498.1,76.3,16,2,2,BOSPRO401,463,32,0,No,No,No,No,2,3-Good,,Other,No
3217206,61.23,1191,65,11,0,73,-1,4.7,0.3,425.8,100.7,16,1,1,DETROS810,349,0,0,No,No,No,No,0,5-Low,,Other,Unknown
3217222,113.09,1542,95,38,1,-148,-6.2,17.3,0,134.3,97,18,3,2,SFRSAC916,270,0,0,No,No,No,No,7,5-Low,,Professional,Unknown
3217234,84.18,777,75,0,0,164,3,6.7,0,156.9,85,14,3,2,SFROAK925,417,48,62,Yes,Yes,Yes,No,7,2-High,,Other,Yes
3217250,46.36,179,30,38,0,51,2,0.7,0,18.8,2.7,18,2,1,NMXALB505,524,0,0,No,No,No,No,0,3-Good,,Other,Unknown
3217266,13.72,253,10,8,0,131,4.6,1,0.3,54.9,4,14,2,2,NCRCHE757,113,0,0,No,No,No,No,0,2-High,,Other,Unknown
